"Player","Team","POS","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Equanimeous St. Brown","CHI","WR133","0.0","0.0","0.0","12.5","182.8","1.1","0.1","37.0"
"Josiah Deguara","GB","TE57","0.0","0.0","0.0","14.2","147.3","1.4","0.1","37.0"
"Joshua Kelley","LAC","RB86","58.3","209.4","1.3","5.9","41.7","0.1","1.6","36.7"
"Damiere Byrd","ATL","WR134","0.0","0.0","0.0","15.0","172.6","0.8","0.1","36.6"
"Miles Boykin","PIT","WR135","0.0","0.0","0.0","13.2","162.8","1.1","0.0","35.7"
"Nick Boyle","BAL","TE58","0.0","0.0","0.0","14.1","132.3","1.3","0.0","35.3"
"Chad Beebe","HOU","WR136","0.0","0.0","0.0","14.0","166.2","0.8","0.0","35.2"
"Dyami Brown","WAS","WR137","0.0","0.0","0.0","12.9","160.1","1.0","0.1","35.0"
"D'Ernest Johnson","CLE","RB87","31.9","155.4","1.1","6.4","48.3","0.1","0.1","33.7"
"Maxx Williams","ARI","TE59","0.0","0.0","0.0","14.0","153.5","0.7","0.0","33.7"
"Benny Snell Jr.","PIT","RB88","44.1","169.2","1.0","6.0","42.4","0.2","0.2","33.6"
"Chris Moore","HOU","WR138","0.0","0.0","0.0","14.2","154.4","0.7","0.1","33.6"
"Matt Bushman","KC","TE60","0.0","0.0","0.0","14.0","135.0","1.0","0.0","33.5"
"DeeJay Dallas","SEA","RB89","16.2","66.9","0.6","12.5","79.8","0.5","0.2","33.4"
"Phillip Lindsay","IND","RB90","41.5","187.7","1.2","3.6","25.9","0.1","0.0","33.2"
"Greg Dulcich","DEN","TE61","0.0","0.0","0.0","12.8","133.2","1.2","0.1","33.0"
"Trent Sherfield","MIA","WR139","0.0","0.0","0.0","12.7","149.9","0.9","0.1","33.0"
"Ihmir Smith-Marsette","MIN","WR140","0.0","0.0","0.0","12.2","145.4","1.0","0.1","32.6"
"Simi Fehoko","DAL","WR141","0.0","0.0","0.0","11.0","155.0","1.0","0.0","32.5"
"Dazz Newsome","CHI","WR142","0.0","0.0","0.0","11.9","153.2","0.8","0.0","32.2"
"Jamal Agnew","JAC","WR143","8.6","56.3","0.4","9.6","109.1","0.7","0.1","32.2"
"Dez Fitzpatrick","TEN","WR144","0.0","0.0","0.0","12.0","146.7","0.9","0.0","32.2"
"Cam Sims","WAS","WR145","0.0","0.0","0.0","11.5","152.0","0.9","0.0","31.8"
"Brock Wright","DET","TE62","0.0","0.0","0.0","12.1","116.0","1.3","0.0","31.2"
"Kyle Markway","LAR","TE63","0.0","0.0","0.0","12.0","132.0","1.0","0.0","31.2"
"Durham Smythe","MIA","TE64","0.0","0.0","0.0","13.5","132.0","0.7","0.0","30.8"
"Nick Eubanks","CIN","TE65","0.0","0.0","0.0","12.0","125.0","1.0","0.0","30.5"
"Taysom Hill","NO","QB1","0.0","0.0","0.0","9.0","95.0","2.0","0.0","30.5"
"Danny Gray","SF","WR146","0.0","0.0","0.0","11.7","135.2","0.9","0.1","30.5"
"Alize Mack","GB","TE66","0.0","0.0","0.0","12.0","122.0","1.0","0.0","30.2"
"Cody Hollister","TEN","WR147","0.0","0.0","0.0","11.3","135.0","0.9","0.0","30.1"
"Ashton Dulin","IND","WR148","1.5","10.0","0.1","10.2","128.5","0.9","0.1","29.3"
"Erik Ezukanma","MIA","WR149","0.0","0.0","0.0","10.9","122.2","1.0","0.1","28.8"
"Jakeem Grant Sr.","CLE","WR150","1.1","6.6","0.0","11.1","124.2","0.7","0.0","28.6"
"Ameer Abdullah","LV","RB91","13.0","46.6","0.1","10.9","87.2","0.6","0.0","28.4"
"Tyler Kroft","SF","TE67","0.0","0.0","0.0","11.0","125.0","0.8","0.0","28.2"
"Cyril Grayson Jr.","TB","WR151","0.0","0.0","0.0","10.0","125.9","0.9","0.1","27.8"
"Laquon Treadwell","JAC","WR152","0.0","0.0","0.0","10.6","126.1","0.8","0.1","27.7"
"N'Keal Harry","CHI","WR153","0.0","0.0","0.0","10.3","124.8","0.8","0.1","27.6"
"Patrick Ricard","BAL","RB92","2.7","8.2","0.1","12.1","85.3","1.0","0.0","27.5"
"Connor Heyward","PIT","TE68","0.0","0.0","0.0","11.5","115.9","0.7","0.1","27.3"
"Tony Jones Jr.","NO","RB93","34.7","137.2","1.0","3.9","32.7","0.1","0.0","27.1"
"Javon Wims","CLE","WR154","0.0","0.0","0.0","10.7","121.5","0.7","0.0","27.1"
"Brandon Zylstra","CAR","WR155","0.0","0.0","0.0","10.6","130.7","0.6","0.1","27.0"
"Dare Ogunbowale","HOU","RB94","9.6","39.0","0.3","11.1","84.0","0.4","0.1","27.0"
"Tevin Coleman","NYJ","RB95","27.9","109.1","0.5","7.8","53.3","0.2","0.5","26.9"
"Justice Hill","BAL","RB96","27.6","109.1","0.6","7.5","53.4","0.2","1.0","26.5"
"Kenny Yeboah","NYJ","TE69","0.0","0.0","0.0","11.1","107.5","0.8","0.0","26.5"
"Noah Gray","KC","TE70","0.0","0.0","0.0","10.1","103.7","1.0","0.1","26.1"
"Jermar Jefferson","DET","RB97","21.7","98.1","1.4","4.4","30.5","0.1","0.0","26.1"
"Snoop Conner","JAC","RB98","22.4","94.0","0.7","6.3","46.5","0.2","0.1","25.8"
"Rysen John","CHI","WR156","0.0","0.0","0.0","10.0","97.0","1.0","0.0","25.7"
"Ryan Griffin","CHI","TE71","0.0","0.0","0.0","9.9","100.5","1.0","0.0","25.7"
"Drew Sample","CIN","TE72","0.0","0.0","0.0","10.8","94.4","0.9","0.0","25.4"
"Mason Schreck","HOU","TE73","0.0","0.0","0.0","10.0","93.0","1.0","0.0","25.3"
"Royce Freeman","HOU","RB99","17.3","70.7","0.4","8.5","55.4","0.3","0.0","25.1"
"Eno Benjamin","ARI","RB100","26.5","108.6","0.8","5.3","38.2","0.1","0.2","25.1"
"Ty Montgomery","NE","RB101","9.7","56.9","0.5","7.4","62.9","0.5","0.0","24.9"
"Travis Homer","SEA","RB102","16.9","93.1","0.5","6.4","52.3","0.1","0.0","24.7"
"Blake Bell","KC","TE74","0.0","0.0","0.0","10.0","95.5","0.8","0.0","24.6"
"Jake Ferguson","DAL","TE75","0.0","0.0","0.0","9.6","100.0","0.8","0.0","24.4"
"Ray-Ray McCloud","SF","WR157","0.0","0.0","0.0","10.1","94.8","0.8","0.0","24.3"
"Zack Moss","BUF","RB103","26.3","103.2","0.8","4.6","32.3","0.2","0.0","23.9"
"Mike Davis","BAL","RB104","24.4","106.9","0.5","5.5","34.6","0.2","0.1","23.6"
"Charlie Kolar","BAL","TE76","0.0","0.0","0.0","9.4","92.2","0.8","0.0","23.6"
"Josh Oliver","BAL","TE77","0.0","0.0","0.0","9.3","91.4","0.8","0.0","23.5"
"Isaiah Likely","BAL","TE78","0.0","0.0","0.0","9.4","91.7","0.8","0.0","23.4"
"Nick Vannett","NO","TE79","0.0","0.0","0.0","8.7","96.0","0.8","0.0","23.3"
"Gary Brightwell","NYG","RB105","20.6","83.7","0.7","6.0","43.0","0.1","0.1","23.2"
"Johnny Stanton","CLE","RB106","9.0","40.0","0.5","6.0","40.5","1.0","0.0","23.1"
"Myles Gaskin","MIA","RB107","22.0","88.9","0.7","5.5","39.4","0.1","0.0","22.9"
"Albert Wilson","MIN","WR158","4.4","27.7","0.2","7.6","78.4","0.6","0.0","22.7"
"Jalen Reagor","PHI","WR159","4.7","25.7","0.2","7.4","82.6","0.6","0.2","22.7"
"Ko Kieft","TB","TE80","0.0","0.0","0.0","9.2","91.8","0.7","0.0","22.6"
"Kalif Raymond","DET","WR160","0.7","4.2","0.0","7.7","101.9","0.7","0.1","22.4"
"Richard Rodgers","PHI","TE81","0.0","0.0","0.0","8.7","86.9","0.8","0.0","22.0"
"Lynn Bowden Jr.","MIA","WR161","4.5","28.5","0.2","7.3","73.3","0.5","0.0","21.9"
"Scotty Miller","TB","WR162","0.2","1.5","0.0","7.7","97.8","0.7","0.1","21.6"
"Tyler Badie","BAL","RB108","25.3","130.1","0.6","2.9","24.0","0.0","0.5","21.0"
"Andy Janovich","HOU","RB109","8.7","34.6","0.2","8.2","63.6","0.3","0.0","20.9"
"Marcus Johnson","SF","WR163","0.0","0.0","0.0","7.5","92.2","0.7","0.0","20.8"
"Jacob Harris","LAR","TE82","0.0","0.0","0.0","8.0","86.9","0.7","0.0","20.8"
"Dominique Dafney","GB","TE83","0.0","0.0","0.0","8.2","82.2","0.7","0.0","20.8"
"Richie James Jr.","NYG","WR164","0.0","0.0","0.0","8.0","100.1","0.5","0.1","20.8"
"Trestan Ebner","CHI","RB110","15.5","65.3","0.5","5.7","41.7","0.2","0.1","20.7"
"Ty'Son Williams","IND","RB111","19.9","100.9","0.6","3.5","29.7","0.1","0.0","20.6"
"Zach Gentry","PIT","TE84","0.0","0.0","0.0","8.8","81.0","0.6","0.0","20.6"
"Stephen Anderson","ARI","TE85","0.0","0.0","0.0","8.1","83.9","0.7","0.0","20.5"
"Kyren Williams","LAR","RB112","18.6","74.9","0.8","4.6","35.1","0.0","0.1","20.4"
"Mike Boone","DEN","RB113","15.0","83.2","0.9","3.5","25.1","0.1","0.0","20.2"
"Jaelon Darden","TB","WR165","0.0","0.0","0.0","7.4","85.7","0.7","0.0","20.2"
"Juwan Johnson","NO","TE86","0.0","0.0","0.0","6.5","73.4","1.0","0.0","20.0"
"Tory Carter","TEN","RB114","9.5","44.5","0.5","6.9","49.4","0.1","0.0","19.8"
"Demetric Felton Jr.","CLE","RB115","4.8","18.9","0.1","6.6","66.9","0.7","0.0","19.8"
"Jeremy Sprinkle","DAL","TE87","0.0","0.0","0.0","7.8","79.0","0.7","0.0","19.8"
"Tre' McKitty","LAC","TE88","0.0","0.0","0.0","8.4","80.7","0.5","0.0","19.6"
"Kevin Rader","PIT","TE89","0.0","0.0","0.0","8.6","69.7","0.7","0.0","19.6"
"Keith Smith","ATL","RB116","8.1","32.7","0.2","7.9","54.2","0.3","0.1","19.5"
"Keaontay Ingram","ARI","RB117","23.1","94.0","0.7","3.1","26.9","0.0","0.0","19.5"
"Khalil Shakir","BUF","WR166","1.0","6.0","0.1","6.4","81.3","0.7","0.0","19.4"
"Antony Auclair","HOU","TE90","0.0","0.0","0.0","8.3","74.4","0.6","0.0","19.4"
"Penny Hart","SEA","WR167","0.0","0.0","0.0","7.9","84.5","0.5","0.0","19.2"
"Ross Dwelley","SF","TE91","0.0","0.0","0.0","7.4","79.1","0.7","0.0","19.2"
"Samori Toure","GB","WR168","0.0","0.0","0.0","6.8","80.6","0.7","0.0","19.1"
"Jody Fortson","KC","WR169","0.0","0.0","0.0","7.0","76.4","0.7","0.0","19.0"
"Deonte Harris","NO","WR170","1.3","11.0","0.0","6.4","78.9","0.6","0.0","19.0"
"Luke Farrell","JAC","TE92","0.0","0.0","0.0","7.6","81.1","0.6","0.1","18.9"
"Garrett Griffin","DET","TE93","0.0","0.0","0.0","7.9","69.3","0.6","0.0","18.7"
"JaMycal Hasty","SF","RB118","11.0","46.6","0.6","5.9","41.0","0.1","0.0","18.7"
"Chris Manhertz","JAC","TE94","0.0","0.0","0.0","6.5","69.6","0.9","0.0","18.5"
"Tre'Quan Smith","NO","WR171","0.0","0.0","0.0","6.6","82.9","0.6","0.1","18.5"
"Anthony Miller","PIT","WR172","0.0","0.0","0.0","7.4","79.3","0.5","0.0","18.3"
"Qadree Ollison","ATL","RB119","12.6","51.2","0.4","5.7","39.2","0.2","0.1","18.1"
"Johnny Mundt","MIN","TE95","0.0","0.0","0.0","6.9","70.4","0.7","0.0","18.0"
"Adam Shaheen","MIA","TE96","0.0","0.0","0.0","7.7","74.0","0.5","0.0","17.9"
"Trey Sermon","SF","RB120","14.8","60.1","0.5","4.6","30.7","0.2","0.0","17.9"
"Christian Blake","ARI","WR173","0.0","0.0","0.0","7.0","79.9","0.5","0.0","17.8"
"Keelan Doss","NYG","WR174","0.0","0.0","0.0","7.2","79.4","0.4","0.0","17.7"
"Kristian Wilkerson","NE","WR175","0.0","0.0","0.0","6.7","78.4","0.5","0.0","17.6"
"Jeremy Ruckert","NYJ","TE97","0.0","0.0","0.0","6.8","68.5","0.6","0.0","17.5"
"DeAndre Carter","LAC","WR176","0.0","0.0","0.0","6.6","77.3","0.6","0.1","17.5"
"Kevin Harris","NE","RB121","19.6","83.6","0.6","3.0","24.3","0.0","0.0","17.5"
"Nick Muse","MIN","TE98","0.0","0.0","0.0","6.9","70.6","0.6","0.0","17.5"
"Jesper Horsted","LV","TE99","0.0","0.0","0.0","6.9","74.1","0.5","0.0","17.5"
"Racey McMath","TEN","WR177","0.0","0.0","0.0","6.5","78.6","0.5","0.1","17.2"
"Grant Calcaterra","PHI","TE100","0.0","0.0","0.0","6.6","66.6","0.7","0.0","17.2"
"Sean McKeon","DAL","TE101","0.0","0.0","0.0","6.8","68.5","0.6","0.1","17.1"
"Kyle Philips","TEN","WR178","0.0","0.0","0.0","6.5","76.3","0.5","0.0","17.1"
"Davion Davis","HOU","WR179","0.0","0.0","0.0","6.8","81.7","0.4","0.1","16.9"
"Rico Dowdle","DAL","RB122","16.6","69.2","0.5","3.6","27.3","0.1","0.0","16.9"
"Colby Parkinson","SEA","TE102","0.0","0.0","0.0","7.2","68.2","0.5","0.1","16.9"
"Tyree Jackson","PHI","TE103","0.0","0.0","0.0","6.5","64.6","0.7","0.1","16.9"
"Kene Nwangwu","MIN","RB123","13.8","58.1","0.4","4.3","30.5","0.2","0.1","16.7"
"Josh Malone","TEN","WR180","0.0","0.0","0.0","6.3","73.9","0.5","0.0","16.7"
"Ben Ellefson","MIN","TE104","0.0","0.0","0.0","6.2","62.5","0.7","0.0","16.7"
"J.J. Taylor","NE","RB124","22.4","65.4","1.2","1.5","8.2","0.1","0.0","16.3"
"C.J. Ham","MIN","RB125","5.4","21.9","0.1","6.5","48.8","0.3","0.1","16.1"
"Nsimba Webster","CHI","WR181","0.0","0.0","0.0","6.0","77.0","0.4","0.0","16.1"
"Ty Johnson","NYJ","RB126","8.0","33.4","0.2","5.7","45.0","0.2","0.1","15.9"
"Pierre Strong Jr.","NE","RB127","12.3","51.7","0.5","4.0","29.2","0.2","0.1","15.8"
"Brycen Hopkins","LAR","TE105","0.0","0.0","0.0","6.0","65.6","0.5","0.0","15.8"
"Andre Roberts","CAR","WR182","0.0","0.0","0.0","5.9","73.0","0.4","0.0","15.8"
"Abram Smith","NO","RB128","20.5","85.1","0.6","1.9","13.8","0.1","0.1","15.7"
"Jerome Ford","CLE","RB129","17.0","86.3","0.5","2.0","18.5","0.0","0.0","15.7"
"Trent Taylor","CIN","WR183","0.0","0.0","0.0","6.2","64.3","0.5","0.0","15.6"
"Tajae Sharpe","CHI","WR184","0.0","0.0","0.0","5.9","71.3","0.4","0.0","15.5"
"Trenton Cannon","TEN","RB130","7.5","30.1","0.2","5.7","43.7","0.2","0.0","15.5"
"Jake Funk","LAR","RB131","14.4","60.3","0.5","3.3","23.7","0.2","0.1","15.4"
"T.J. Vasher","DAL","WR185","0.0","0.0","0.0","5.6","64.9","0.6","0.0","15.4"
"Andrew Ogletree","IND","TE106","0.0","0.0","0.0","5.9","60.4","0.6","0.0","15.3"
"Mike Strachan","IND","WR186","0.0","0.0","0.0","5.8","68.1","0.5","0.0","15.3"
"Ty Chandler","MIN","RB132","18.0","76.7","0.6","2.0","19.5","0.0","0.0","15.0"
"Eric Tomlinson","DEN","TE107","0.0","0.0","0.0","5.9","58.7","0.5","0.0","14.9"
"Larry Rountree III","LAC","RB133","15.5","70.7","0.4","2.6","19.9","0.1","0.0","14.8"
"Mack Hollins","LV","WR187","0.0","0.0","0.0","5.1","65.0","0.5","0.0","14.6"
"Dwayne Washington","NO","RB134","14.7","63.6","0.4","2.9","21.1","0.1","0.1","14.4"
"Bisi Johnson","MIN","WR188","0.0","0.0","0.0","5.4","58.9","0.5","0.1","13.9"
"Tommy Hudson","TEN","TE108","0.0","0.0","0.0","5.5","53.7","0.5","0.0","13.8"
"Jeff Smith","NYJ","WR189","0.0","0.0","0.0","5.3","62.8","0.3","0.0","13.6"
"Anthony McFarland Jr.","PIT","RB135","12.8","53.1","0.4","3.2","23.6","0.1","0.1","13.5"
"Chigoziem Okonkwo","TEN","TE109","0.0","0.0","0.0","5.3","55.7","0.5","0.0","13.5"
"Mike Thomas","CIN","WR190","0.0","0.0","0.0","5.1","58.5","0.4","0.0","13.4"
"Dezmon Patmon","IND","WR191","0.0","0.0","0.0","5.0","59.5","0.4","0.0","13.2"
"Marquise Goodwin","SEA","WR192","0.0","0.0","0.0","4.8","66.8","0.3","0.0","13.2"
"Shi Smith","CAR","WR193","0.0","0.0","0.0","5.0","61.2","0.3","0.0","13.0"
"Cole Turner","WAS","TE110","0.0","0.0","0.0","5.2","53.7","0.4","0.0","13.0"
"Hunter Long","MIA","TE111","0.0","0.0","0.0","5.3","50.0","0.5","0.0","13.0"
"Godwin Igwebuike","DET","RB136","8.2","35.0","0.3","4.0","29.4","0.2","0.1","12.9"
"Derrick Gore","KC","RB137","4.4","17.9","0.2","4.7","36.2","0.3","0.0","12.9"
"Tommy Sweeney","BUF","TE112","0.0","0.0","0.0","5.2","48.5","0.5","0.0","12.8"
"Tyron Johnson","LV","WR194","0.0","0.0","0.0","4.5","57.2","0.4","0.0","12.4"
"Isaiah Coulter","CHI","WR195","0.0","0.0","0.0","4.5","58.2","0.3","0.0","12.3"
"Denzel Mims","NYJ","WR196","0.0","0.0","0.0","4.5","57.8","0.3","0.0","12.2"
"KhaDarel Hodge","ATL","WR197","0.0","0.0","0.0","4.6","56.2","0.3","0.0","11.7"
"Jakob Johnson","LV","RB138","4.0","16.5","0.2","4.4","32.7","0.3","0.1","11.6"
"Andrew Beck","DEN","TE113","4.7","18.9","0.2","4.4","31.9","0.2","0.0","11.5"
"Tyrie Cleveland","DEN","WR198","0.0","0.0","0.0","4.3","50.0","0.4","0.0","11.5"
"Alec Ingold","MIA","RB139","4.3","17.4","0.2","4.4","31.3","0.2","0.1","11.4"
"Devin Asiasi","NE","TE114","0.0","0.0","0.0","3.9","51.6","0.4","0.0","11.4"
"Patrick Taylor Jr.","GB","RB140","8.0","33.8","0.3","3.2","23.0","0.1","0.1","11.2"
"Stanley Morgan Jr.","CIN","WR199","0.0","0.0","0.0","4.3","48.5","0.3","0.0","11.2"
"Preston Williams","MIA","WR200","0.0","0.0","0.0","4.2","49.7","0.4","0.0","11.2"
"Mekhi Sargent","JAC","RB141","4.5","17.8","0.2","4.2","32.0","0.2","0.0","11.2"
"Isiah Pacheco","KC","RB142","10.1","41.7","0.4","2.3","15.8","0.1","0.1","11.1"
"Jordan Wilkins","TEN","RB143","5.2","21.9","0.2","3.9","28.1","0.2","0.0","10.9"
"Giovanni Ricci","CAR","TE115","4.5","18.1","0.1","4.1","31.3","0.2","0.0","10.9"
"Josh Gordon","KC","WR201","0.0","0.0","0.0","3.4","53.1","0.4","0.0","10.8"
"Darrynton Evans","CHI","RB144","8.2","34.8","0.3","2.7","20.9","0.1","0.1","10.7"
"Alex Armah Jr.","WAS","RB145","4.8","18.9","0.2","3.9","27.9","0.2","0.0","10.6"
"Justin Watson","KC","WR202","0.0","0.0","0.0","3.9","45.5","0.4","0.0","10.6"
"Parker Hesse","ATL","TE116","0.0","0.0","0.0","4.5","43.9","0.3","0.0","10.5"
"Jason Cabinda","DET","LB1","3.3","13.6","0.1","4.1","30.2","0.2","0.0","10.3"
"Trayveon Williams","CIN","RB146","4.4","17.9","0.1","4.2","29.2","0.2","0.0","10.3"
"Jace Sternberger","PIT","TE117","0.0","0.0","0.0","4.2","40.9","0.3","0.0","10.3"
"La'Mical Perine","NYJ","RB147","4.3","17.2","0.2","3.9","27.4","0.2","0.0","10.3"
"Nick Bowers","LV","TE118","0.0","0.0","0.0","4.0","42.2","0.4","0.0","10.3"
"Derek Watt","PIT","RB148","2.2","8.7","0.1","4.4","32.9","0.2","0.0","10.1"
"Greg Dortch","ARI","WR203","0.0","0.0","0.0","3.8","44.6","0.3","0.0","10.0"
"Eric Saubert","DEN","TE119","0.0","0.0","0.0","4.1","38.0","0.4","0.0","10.0"
"Hunter Kampmoyer","LAC","TE120","0.0","0.0","0.0","3.8","39.6","0.4","0.0","10.0"
"Kendall Hinton","DEN","WR204","0.0","0.0","0.0","3.7","42.3","0.3","0.0","10.0"
"Seth Williams","DEN","WR205","0.0","0.0","0.0","3.7","42.5","0.3","0.0","10.0"
"Kylin Hill","GB","RB149","6.6","26.8","0.2","3.2","23.1","0.1","0.0","9.9"
"Malik Taylor","GB","WR206","0.0","0.0","0.0","3.6","43.2","0.3","0.0","9.9"
"Teagan Quitoriano","HOU","TE121","0.0","0.0","0.0","4.1","41.6","0.3","0.0","9.9"
"Ryquell Armstead","JAC","RB150","5.9","24.6","0.2","3.0","24.1","0.1","0.0","9.8"
"Corey Coleman","KC","WR207","0.0","0.0","0.0","3.4","42.4","0.3","0.0","9.7"
"Reggie Gilliam","BUF","RB151","0.0","0.0","0.0","4.3","36.0","0.3","0.0","9.7"
"Marquez Stevenson","BUF","WR208","0.0","0.0","0.0","3.5","41.1","0.3","0.0","9.7"
"Greg Ward","PHI","WR209","0.0","0.0","0.0","4.0","34.9","0.3","0.0","9.5"
"Jacob Hollister","LV","TE122","0.0","0.0","0.0","4.0","35.0","0.3","0.0","9.5"
"Trenton Irwin","CIN","WR210","0.0","0.0","0.0","3.6","40.1","0.3","0.0","9.4"
"Khari Blasingame","CHI","RB152","2.4","9.8","0.1","3.8","29.4","0.2","0.0","9.4"
"Jalen Nailor","MIN","WR211","0.0","0.0","0.0","3.4","39.9","0.3","0.0","9.2"
"Lil'Jordan Humphrey","NE","WR212","0.0","0.0","0.0","3.4","42.5","0.3","0.0","9.2"
"Steven Sims Jr.","PIT","WR213","0.0","0.0","0.0","3.7","39.3","0.2","0.0","8.8"
"Antonio Williams","NYG","RB153","7.4","32.2","0.3","2.1","15.0","0.1","0.1","8.8"
"Charlie Woerner","SF","TE123","0.0","0.0","0.0","3.5","31.6","0.4","0.0","8.8"
"Nick Bawden","NYJ","RB154","0.0","0.0","0.0","4.3","31.5","0.2","0.0","8.7"
"Michael Burton","KC","RB155","5.8","23.6","0.3","2.3","17.1","0.2","0.0","8.7"
"Malik Turner","SF","WR214","0.0","0.0","0.0","3.2","35.2","0.3","0.0","8.7"
"Tyler Mabry","SEA","TE124","0.0","0.0","0.0","3.6","36.5","0.2","0.0","8.6"
"Miller Forristall","CLE","TE125","0.0","0.0","0.0","3.4","34.9","0.3","0.1","8.5"
"David Moore","CHI","WR215","0.0","0.0","0.0","2.9","43.4","0.2","0.0","8.5"
"Dax Milne","WAS","WR216","0.0","0.0","0.0","3.3","38.8","0.2","0.0","8.5"
"Cody Core","MIA","WR217","0.0","0.0","0.0","3.5","37.8","0.2","0.0","8.5"
"Collin Johnson","NYG","WR218","0.0","0.0","0.0","3.5","39.5","0.2","0.0","8.5"
"David Sills V","NYG","WR219","0.0","0.0","0.0","3.5","38.7","0.2","0.0","8.4"
"Trinity Benson","DET","WR220","0.0","0.0","0.0","3.4","39.8","0.2","0.0","8.4"
"Mataeo Durant","PIT","RB156","7.4","30.8","0.2","2.1","14.3","0.1","0.0","8.1"
"Nakia Griffin-Stewart","CLE","TE126","0.0","0.0","0.0","3.3","32.9","0.3","0.0","8.1"
"KeeSean Johnson","SF","WR221","0.0","0.0","0.0","3.0","30.9","0.3","0.0","8.1"
"Dante Pettis","CHI","WR222","0.0","0.0","0.0","2.9","40.8","0.2","0.0","8.1"
"Andy Isabella","ARI","WR223","0.0","0.0","0.0","3.0","37.1","0.2","0.0","8.1"
"J.J. Arcega-Whiteside","PHI","WR224","0.0","0.0","0.0","3.0","35.3","0.2","0.0","7.9"
"Daurice Fountain","KC","WR225","0.0","0.0","0.0","2.9","33.6","0.3","0.0","7.8"
"Frank Darby","ATL","WR226","0.0","0.0","0.0","3.2","36.4","0.2","0.0","7.8"
"Cameron Batson","ATL","WR227","0.0","0.0","0.0","3.2","35.6","0.2","0.0","7.8"
"Geronimo Allison","ATL","WR228","0.0","0.0","0.0","3.2","35.8","0.2","0.0","7.7"
"Jason Moore Jr.","LAC","WR229","0.0","0.0","0.0","2.8","34.3","0.3","0.0","7.7"
"Cody Thompson","SEA","WR230","0.0","0.0","0.0","3.2","34.6","0.2","0.0","7.6"
"Auden Tate","ATL","WR231","0.0","0.0","0.0","2.9","35.2","0.2","0.0","7.5"
"Jason Huntley","PHI","RB157","6.6","28.3","0.2","1.7","11.9","0.1","0.1","7.4"
"Deon Jackson","IND","RB158","8.7","37.4","0.3","1.0","6.9","0.0","0.1","7.3"
"Travis Fulgham","DEN","WR232","0.0","0.0","0.0","2.6","31.1","0.3","0.0","7.2"
"Adam Prentice","NO","RB159","4.4","18.7","0.1","2.0","14.7","0.1","0.0","6.9"
"Justyn Ross","KC","WR233","0.0","0.0","0.0","1.9","21.3","0.2","0.0","5.2"
"Brandon Powell","LAR","WR234","0.0","0.0","0.0","1.8","20.3","0.2","0.0","4.7"
"Mitchell Wilcox","CIN","TE127","0.0","0.0","0.0","1.8","18.4","0.2","0.0","4.6"
"James Mitchell","DET","TE128","0.0","0.0","0.0","1.8","18.4","0.2","0.0","4.5"
"Stephen Sullivan","CAR","TE129","0.0","0.0","0.0","1.8","19.0","0.1","0.0","4.4"
"Tre Nixon","NE","WR235","0.0","0.0","0.0","1.7","19.2","0.1","0.0","4.4"
"Jack Stoll","PHI","TE130","0.0","0.0","0.0","1.7","16.5","0.2","0.0","4.3"
"Bo Melton","SEA","WR236","0.0","0.0","0.0","1.7","18.7","0.1","0.0","4.1"
"John FitzPatrick","ATL","TE131","0.0","0.0","0.0","1.7","17.4","0.1","0.0","4.1"
"Gabe Nabers","LAC","RB160","4.4","18.9","0.2","0.0","0.0","0.0","0.0","2.9"
"Sammis Reyes","WAS","TE132","0.0","0.0","0.0","0.9","8.9","0.1","0.0","2.2"
"Gunner Olszewski","PIT","WR237","0.0","0.0","0.0","0.8","9.3","0.0","0.0","2.0"
"Jared Pinkney","LAR","TE133","0.0","0.0","0.0","0.5","4.4","0.0","0.0","1.2"
"Devin Funchess","DET","WR238","0.0","0.0","0.0","0.4","4.5","0.0","0.0","1.0"
"Devine Ozigbo","NO","RB161","0.6","2.4","0.0","0.2","1.8","0.0","0.0","0.8"
"Nate McCrary","BAL","RB162","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Trevon Wesco","NYJ","TE134","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Deon Cain","PHI","WR239","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"John Kelly","CLE","RB163","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Alex Ellis","ARI","TE135","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Joe Reed","LAC","WR240","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"River Cracraft","MIA","WR241","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"John Hightower","PHI","WR242","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kevin White","NO","WR243","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Spencer Brown","BUF","OT1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Noah Togiai","PHI","TE136","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Colin Thompson","CAR","TE137","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Alex Erickson","WAS","WR244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Maurice Ffrench","LAC","WR245","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kelvin Harmon","WAS","WR246","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
